station_no,name_tw,parking_spaces,available_spaces,empty_spaces,forbidden_spaces,status,type,updated_at,time
500101038,臺大社科院圖書館前,27,0,27,0,1,2,2020-03-12 20:09:23,2020-03-12 12:15:03
500101039,臺大法人語言訓練中心前,28,6,22,0,1,2,2020-03-12 20:09:23,2020-03-12 17:09:03
500101040,臺大綜合體育館停車場前,25,0,25,0,1,2,2020-03-12 20:09:23,2020-03-11 23:31:03
500101041,辛亥新生路口東南側,21,13,8,0,1,2,2020-03-12 20:09:23,2020-03-12 12:35:03
500101042,基隆長興路口東側,15,2,13,0,1,2,2020-03-12 20:09:23,2020-03-12 16:17:03
500101091,國北教大側門南側,28,1,27,0,1,2,2020-03-12 20:09:23,2020-03-12 14:33:03
500101092,和平實小東北側,13,0,13,0,1,2,2020-03-12 20:09:23,2020-03-12 11:39:03
500101093,大安區健康服務中心,15,2,13,0,1,2,2020-03-12 20:09:23,2020-03-12 18:19:03
500106001,臺北自來水事業處,20,3,17,0,1,2,2020-03-12 20:09:23,2020-03-12 03:25:03
500106002,汀州思源街口東南側,20,0,20,0,1,2,2020-03-12 20:09:23,2020-03-12 04:03:03
500106003,捷運公館站(1號出口),12,7,5,0,1,2,2020-03-12 20:09:23,2020-03-12 06:29:03
500106004,捷運公館站(4號出口),12,6,6,0,1,2,2020-03-12 20:09:23,2020-03-12 19:51:03
500101013,和平復興路口西北側,9,9,0,0,1,2,2020-03-12 20:09:23,2020-03-12 19:57:03
500101009,新生南路三段66號前,20,1,19,0,1,2,2020-03-12 20:09:23,2020-03-12 07:29:03
508101045,臺大農業陳列館北側,13,0,13,0,1,2,2020-03-12 20:09:23,2020-03-12 17:55:03
508106005,臺大水源舍區A棟,37,6,31,0,1,2,2020-03-12 20:09:23,2020-03-12 19:13:03
508106006,臺大卓越研究大樓,32,1,31,0,1,2,2020-03-12 20:09:23,2020-03-12 12:47:03
508106007,臺大水源修齊會館,18,7,11,0,1,2,2020-03-12 20:09:23,2020-03-12 07:33:03
508106008,臺大檔案展示館,10,0,10,0,1,2,2020-03-12 20:09:23,2020-03-09 20:47:03
508106009,臺大水源舍區B棟,30,11,19,0,1,2,2020-03-12 20:09:23,2020-03-12 15:23:03
508101043,臺大男八舍東側,42,6,36,0,1,2,2020-03-12 20:09:23,2020-03-12 06:41:03
508101044,臺大仰萃樓東南側,10,1,9,0,1,2,2020-03-12 20:09:23,2020-03-12 12:43:03
508101046,臺大管理學院二館北側,11,2,9,0,1,2,2020-03-12 20:09:23,2020-03-11 12:15:03
508101047,臺大土木系館,10,3,7,0,1,2,2020-03-12 20:09:23,2020-03-12 19:05:03
508101048,臺大大一女舍北側,53,30,13,0,1,2,2020-03-12 20:09:23,2020-03-12 18:23:03
508101049,臺大女九舍西南側,30,0,30,0,1,2,2020-03-12 20:09:23,2020-03-12 14:51:03
508101050,臺大小福樓東側,20,0,20,0,1,2,2020-03-12 20:09:23,2020-03-12 19:21:03
508101051,臺大立體機車停車場,27,0,27,0,1,2,2020-03-12 20:09:23,2020-03-12 16:21:03
508101052,臺大工綜館南側,16,5,11,0,1,2,2020-03-12 20:09:23,2020-03-12 15:33:03
508101053,臺大天文數學館南側,19,3,16,0,1,2,2020-03-12 20:09:23,2020-03-12 17:13:03
508101054,臺大心理系館南側,10,2,8,0,1,2,2020-03-12 20:09:23,2020-03-12 09:59:03
508101055,臺大樂學館東側,10,1,9,0,1,2,2020-03-12 20:09:23,2020-03-12 18:17:03
508101056,臺大農化新館西側,10,1,9,0,1,2,2020-03-12 20:09:23,2020-03-12 06:05:03
508101057,臺大五號館西側,10,3,7,0,1,2,2020-03-12 20:09:23,2020-03-12 09:43:03
508101058,臺大舊體育館西側,10,2,8,0,1,2,2020-03-12 20:09:23,2020-03-11 20:41:03
508101059,臺大共同教室北側,20,0,20,0,1,2,2020-03-12 20:09:23,2020-03-12 17:39:03
508101060,臺大共同教室東南側,12,1,11,0,1,2,2020-03-12 20:09:23,2020-03-12 16:13:03
508101061,臺大鹿鳴堂東側,27,0,27,0,1,2,2020-03-12 20:09:23,2020-03-12 14:09:03
508101062,臺大公館停車場西北側,12,1,11,0,1,2,2020-03-12 20:09:23,2020-03-12 17:37:03
508101063,臺大第二行政大樓南側,10,0,10,0,1,2,2020-03-12 20:09:23,2020-03-11 15:09:03
508101064,臺大明達館機車停車場,10,1,9,0,1,2,2020-03-12 20:09:23,2020-03-12 15:35:03
508101065,臺大二號館,10,4,6,0,1,2,2020-03-12 20:09:23,2020-03-12 10:23:03
508101066,臺大凝態館南側,20,0,20,0,1,2,2020-03-12 20:09:23,2020-03-12 14:13:03
508101067,臺大社科院西側,26,0,26,0,1,2,2020-03-12 20:09:23,2020-03-12 18:59:03
508101068,臺大社會系館南側,10,0,10,0,1,2,2020-03-12 20:09:23,2020-03-12 19:11:03
508101069,臺大思亮館東南側,10,0,10,0,1,2,2020-03-12 20:09:23,2020-03-11 16:21:03
508101070,臺大椰林小舖,25,20,5,0,1,2,2020-03-12 20:09:23,2020-03-12 19:49:03
508101071,臺大計資中心南側,19,6,13,0,1,2,2020-03-12 20:09:24,2020-03-12 19:55:03
508101072,臺大原分所北側,12,0,12,0,1,2,2020-03-12 20:09:24,2020-03-11 17:31:03
508101073,臺大校史館南側,10,2,8,0,1,2,2020-03-12 20:09:24,2020-03-09 08:03:03
508101074,臺大生命科學館西北側,10,1,9,0,1,2,2020-03-12 20:09:24,2020-03-12 12:51:03
508101075,臺大第一活動中心西南側,40,7,33,0,1,2,2020-03-12 20:09:24,2020-03-12 18:33:03
508101076,臺大博理館西側,10,1,9,0,1,2,2020-03-12 20:09:24,2020-03-12 16:37:03
508101077,臺大博雅館西側,56,6,50,0,1,2,2020-03-12 20:09:24,2020-03-12 16:59:03
508101078,臺大森林館北側,10,4,6,0,1,2,2020-03-12 20:09:24,2020-03-12 13:37:03
508101079,臺大一號館,19,1,18,0,1,2,2020-03-12 20:09:24,2020-03-12 10:51:03
508101081,臺大教研館北側,11,0,11,0,1,2,2020-03-12 20:09:24,2020-03-12 18:45:03
508101082,臺大四號館東北側,10,4,6,0,1,2,2020-03-12 20:09:24,2020-03-11 11:51:03
508101083,臺大新生教室南側,18,7,11,0,1,2,2020-03-12 20:09:24,2020-03-12 13:29:03
508101084,臺大鄭江樓北側,10,0,10,0,1,2,2020-03-12 20:09:24,2020-03-12 16:27:03
508101085,臺大電機二館東南側,14,6,8,0,1,2,2020-03-12 20:09:24,2020-03-12 11:59:03
508101086,臺大圖資系館北側,10,0,10,0,1,2,2020-03-12 20:09:24,2020-03-12 16:31:03
508101087,臺大總圖書館西南側,30,1,29,0,1,2,2020-03-12 20:09:24,2020-03-12 18:31:03
508101088,臺大黑森林西側,20,0,20,0,1,2,2020-03-12 20:09:24,2020-03-12 13:19:03
508101089,臺大獸醫館南側,10,0,10,0,1,2,2020-03-12 20:09:24,2020-03-11 10:21:03
508101090,臺大新體育館東南側,20,2,18,0,1,2,2020-03-12 20:09:24,2020-03-12 20:01:03
508101080,臺大小小福西南側,10,0,10,0,1,2,2020-03-12 20:09:24,2020-03-12 11:51:03
500101022,捷運公館站(2號出口),61,17,35,0,1,2,2020-03-12 20:09:24,2020-03-12 18:57:03
